Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
2018-09-20 08:40:00,1400.55603027343,8.10032653808593,1587.96234970133,61.305419921875
2018-09-20 08:50:00,1364.11804199218,8.08773326873779,1580.63110191936,60.4862213134765
2018-09-20 12:50:00,1573.4150390625,8.23356533050537,1666.4511270416,31.6984806060791
2018-09-20 13:00:00,1569.95300292968,8.23781204223632,1668.97959557437,31.0543708801269
2018-09-20 13:10:00,1628.81799316406,8.45757961273193,1801.90020732375,34.8120994567871
2018-09-20 13:20:00,1597.28405761718,8.2519998550415,1677.43852280057,35.9359092712402
2018-09-20 13:30:00,2215.18701171875,9.85073661804199,2695.74669833712,37.5948600769042
2018-09-20 13:40:00,2335.93798828125,10.0698099136352,2834.74954355448,36.1871910095214
2018-09-20 13:50:00,2034.23596191406,9.14847660064697,2240.11411172264,36.0692100524902
2018-09-20 14:00:00,2228.07299804687,9.65214252471923,2556.13730430496,38.2425689697265
2018-09-20 14:10:00,2377.25708007812,10.1491298675537,2881.39486856299,38.6479682922363
2018-09-20 14:20:00,2361.43408203125,10.1667699813842,2891.51097816774,38.4793815612792
2018-09-20 14:30:00,1719.9150390625,8.65329360961914,1923.33131735959,41.7637901306152
2018-09-20 14:40:00,1656.50805664062,8.42874526977539,1784.24024449406,40.3849487304687
2018-09-20 14:50:00,1891.07104492187,8.90065097808837,2080.1522565589,39.4453811645507
2018-09-20 15:00:00,2059.5009765625,9.34349155426025,2367.35437328644,38.816478729248
2018-09-20 15:10:00,1934.19604492187,9.04217052459716,2171.21139557377,40.3134384155273
2018-09-20 15:20:00,1958.96704101562,9.16802501678466,2252.82429302891,41.5959701538085
2018-09-20 15:30:00,2030.90100097656,9.23939895629882,2299.32222079591,42.8997497558593
2018-09-20 15:40:00,1736.07299804687,8.54511356353759,1855.88565686726,49.2646903991699
2018-09-20 15:50:00,2170.23510742187,9.50503921508789,2443.88358747888,49.233528137207
2018-09-20 16:00:00,2083.51196289062,9.40999126434326,2410.92357293823,49.5053596496582
2018-09-20 16:10:00,2291.1640625,9.95579528808593,2764.30903468858,52.5705413818359
2018-09-20 16:20:00,2058.43798828125,9.444580078125,2433.61068272382,51.9134902954101
2018-09-20 16:30:00,2150.35791015625,9.69942378997802,2590.59442878788,53.0437393188476
2018-09-20 16:40:00,2266.5859375,9.83346939086914,2684.13411423852,51.9852409362792
2018-09-20 16:50:00,2691.34106445312,10.7078504562377,3159.23673177381,54.3671188354492
2018-09-20 17:00:00,2844.10107421875,11.0877599716186,3302.55514300729,57.9254302978515
2018-09-20 17:10:00,3129.71508789062,11.6212997436523,3450.3673953146,55.0509414672851
2018-09-20 19:40:00,3292.42309570312,11.7894496917724,3485.34438500858,63.7347793579101
2018-09-20 20:00:00,3241.11889648437,11.949460029602,3513.87142387696,67.9343719482421
2018-09-20 20:10:00,2987.7451171875,11.5796003341674,3440.87333919503,73.7919692993164
2018-09-20 20:20:00,2928.54907226562,11.0888700485229,3302.92497599662,68.6506118774414
2018-09-20 20:30:00,3122.47998046875,11.5293798446655,3428.99581787655,63.6250381469726
2018-09-20 20:40:00,3195.9150390625,11.860369682312,3498.54824920166,63.1930694580078
2018-09-20 21:00:00,2724.03588867187,10.9575901031494,3257.26199929899,61.8980712890625
2018-09-20 21:10:00,2694.419921875,10.8070402145385,3199.97285099834,61.57421875
2018-09-20 21:20:00,2641.02709960937,10.6106195449829,3116.91341915656,59.4652290344238
2018-09-20 21:30:00,2291.498046875,9.92610168457031,2745.29144524593,60.8372192382812
2018-09-20 21:40:00,2111.08203125,9.53772544860839,2469.49774795727,60.7981491088867
2018-09-20 21:50:00,2175.9580078125,9.67067623138427,2569.73657822103,63.5712089538574
2018-09-20 22:00:00,2128.40307617187,9.56112766265869,2487.59872410559,63.0546493530273
2018-09-20 22:10:00,2155.35009765625,9.5842752456665,2505.30905869118,62.941780090332
2018-09-20 22:20:00,2265.77392578125,9.68920612335205,2583.21371735726,58.8960304260253
2018-09-20 22:30:00,2350.90405273437,9.93430423736572,2750.57302800056,58.9316902160644
2018-09-20 22:40:00,1953.97204589843,9.06446647644042,2185.6302405406,59.7920913696289
2018-09-20 22:50:00,1653.57397460937,8.37954330444335,1754.25368549986,55.6537895202636
2018-09-20 23:10:00,1900.08898925781,8.94495105743408,2108.56534031941,58.7483482360839
2018-09-20 23:20:00,1674.91296386718,8.56168937683105,1866.16952027959,57.0759887695312
2018-09-20 23:30:00,1594.73596191406,8.36413669586181,1744.90330913012,59.0704002380371
2018-09-20 23:40:00,1803.29699707031,8.77622032165527,2000.8498275298,60.6766700744628
2018-09-20 23:50:00,1964.97595214843,8.99441146850585,2140.3888137605,61.5888595581054
2018-09-21 00:00:00,1928.25903320312,9.0745038986206,2192.12732949012,65.1423873901367
2018-09-21 00:10:00,1743.89599609375,8.68940734863281,1946.01274265059,65.3959732055664
2018-09-21 00:20:00,1666.78503417968,8.59094333648681,1884.36451922137,65.836082458496
2018-09-21 00:30:00,1530.22705078125,8.29995727539062,1706.16112661978,65.220458984375
2018-09-21 00:40:00,1496.11401367187,8.3360538482666,1727.90907924565,63.0967597961425
2018-09-21 00:50:00,1582.30395507812,8.48439407348632,1818.37884522436,63.8324317932128
2018-09-21 01:00:00,1855.68103027343,9.09444332122802,2205.04431770268,65.4008026123046
2018-09-21 01:10:00,1652.01000976562,8.55856132507324,1864.22739359555,61.0886001586914
2018-09-21 01:30:00,1495.72497558593,8.3402976989746,1730.47309154897,63.6783981323242
2018-09-21 01:40:00,1606.89501953125,8.57517433166503,1874.54957917065,65.888801574707
2018-09-21 03:30:00,1602.01293945312,8.38977241516113,1760.47226868732,62.8314094543457
2018-09-21 03:40:00,1589.30798339843,8.47777938842773,1814.30891251414,61.6645584106445
2018-09-21 03:50:00,1837.3349609375,8.80380153656005,2018.3597255926,60.394660949707
2018-09-21 04:00:00,2207.4560546875,9.82641410827636,2679.3609721219,64.1931381225585
2018-09-21 04:10:00,2129.84912109375,9.42057418823242,2417.8633806619,60.7447891235351
2018-09-21 04:20:00,2104.4150390625,9.47623252868652,2454.38397991383,61.0927581787109
2018-09-21 04:30:00,2015.38500976562,9.03463554382324,2166.34266269871,58.2096900939941
2018-09-21 04:40:00,1716.74194335937,8.41238021850585,1774.24547677032,58.0843811035156
2018-09-21 04:50:00,1725.98400878906,8.45345497131347,1799.37017450409,53.8426208496093
2018-09-21 05:00:00,1871.0400390625,8.92318058013916,2094.591221448,54.2552795410156
2018-09-21 05:20:00,1583.40698242187,8.35234069824218,1737.75717199196,62.9783096313476
2018-09-21 05:30:00,2287.0048828125,9.82082939147949,2675.57103567938,56.2678298950195
2018-09-21 05:40:00,2295.84594726562,9.91321754455566,2736.95180374318,55.8045387268066
2018-09-21 05:50:00,1973.333984375,9.03933238983154,2169.37728278522,58.2411994934082
2018-09-21 06:00:00,1933.84204101562,8.96293830871582,2120.12665940537,55.0449485778808
2018-09-21 06:10:00,1720.86303710937,8.50633335113525,1831.90057070827,55.3876304626464
2018-09-21 06:20:00,2242.27587890625,9.81641769409179,2672.56982945388,56.598949432373
2018-09-21 06:30:00,1685.18505859375,8.45699024200439,1801.53861255162,54.465518951416
2018-09-21 06:40:00,1601.76293945312,8.35242652893066,1737.80912830338,55.6204185485839
2018-09-21 06:50:00,1431.93994140625,8.17415904998779,1631.25155493344,59.1181602478027
2018-09-21 07:00:00,1534.57202148437,8.25238895416259,1677.67075793617,62.2950706481933
2018-09-21 08:30:00,1533.05895996093,8.27422618865966,1690.72559378042,46.3804893493652
2018-09-21 09:40:00,1519.67504882812,8.3118200302124,1713.29631731973,61.7002716064453
2018-09-21 15:00:00,1482.57995605468,8.16945075988769,1628.47562491635,54.2284393310546
2018-09-21 15:10:00,1563.98901367187,8.40861701965332,1771.95007528281,54.4344902038574
2018-09-21 15:20:00,1496.35900878906,8.2689151763916,1687.54672067847,56.6623916625976
2018-09-21 15:30:00,1790.32299804687,8.85072898864746,2048.24272135639,56.0439414978027
2018-09-21 15:40:00,2055.96606445312,9.38166522979736,2392.35642082307,60.0502090454101
2018-09-21 15:50:00,2274.31811523437,9.96029376983642,2767.16562415064,61.1517906188964
2018-09-21 16:00:00,2044.11096191406,9.47194004058837,2451.56624362222,62.6571807861328
2018-09-21 16:10:00,2265.85107421875,9.9920310974121,2787.13719738557,67.1040267944335
2018-09-21 16:20:00,2042.51403808593,9.40770816802978,2409.42662013082,68.598762512207
2018-09-21 16:30:00,1724.60595703125,8.84719657897949,2045.98943275769,69.5194702148437
2018-09-21 16:40:00,2087.90087890625,9.60626506805419,2521.95641812322,74.5842666625976
2018-09-21 16:50:00,2303.52001953125,10.0851898193359,2843.94322345299,73.651626586914
2018-09-21 17:00:00,2465.27905273437,10.5313501358032,3080.60470073265,75.6874771118164
2018-09-21 17:10:00,2546.5009765625,10.9524803161621,3255.40502031861,75.4654998779296
2018-09-21 17:20:00,2408.94702148437,10.8430595397949,3214.17045994244,74.458137512207
2018-09-21 17:30:00,2287.962890625,10.4532804489135,3043.21867350372,75.9550399780273
2018-09-21 17:40:00,1941.35998535156,9.78135395050048,2648.48596532125,76.0873565673828
2018-09-21 17:50:00,1794.72204589843,9.55730533599853,2484.65574888094,76.7376174926757
2018-09-21 19:20:00,1500.64599609375,8.31134986877441,1713.01329958214,79.056297302246
2018-09-21 19:50:00,1125.78698730468,8.15468597412109,1619.78397406714,78.2655563354492
2018-09-23 19:50:00,1406.48803710937,8.5159683227539,1837.84977500141,69.1440200805664
2018-09-23 20:00:00,1403.53503417968,8.55733680725097,1863.46730383338,71.8528213500976
2018-09-23 20:10:00,1394.57104492187,8.49052238464355,1822.15236899162,78.0525207519531
2018-09-23 20:20:00,1487.71105957031,8.79840755462646,2014.93217609858,78.8828964233398
2018-09-23 21:00:00,1188.625,8.42975044250488,1784.85481347974,78.6135864257812
2018-09-23 21:10:00,1293.68103027343,8.45553016662597,1800.64292896156,80.2850875854492
2018-09-23 21:20:00,1372.14794921875,8.37282371520996,1750.17318046828,78.6442565917968
2018-09-23 21:30:00,1109.78405761718,8.02604866027832,1544.94882644944,77.8788375854492
2018-09-24 09:00:00,1407.17797851562,8.25393199920654,1678.59186054401,209.407196044921
2018-09-24 09:30:00,1423.40905761718,8.04036617279052,1553.19682991701,208.979904174804
2018-09-24 09:40:00,1511.73706054687,8.24514865875244,1673.35154584265,209.222503662109
2018-09-24 09:50:00,1773.13903808593,8.93300247192382,2100.89313942003,209.583801269531
2018-09-24 10:00:00,2190.2880859375,9.77146244049072,2641.61743378158,210.082000732421
2018-09-24 10:10:00,2387.30200195312,10.2838802337646,2956.34826814891,211.77180480957
2018-09-24 10:20:00,2374.38598632812,10.0047903060913,2795.07688319852,212.839599609375
2018-09-24 10:30:00,2231.11303710937,9.97882843017578,2778.86769601032,212.156600952148
2018-09-24 10:40:00,2620.32690429687,10.8071403503417,3200.01275611586,213.05760192871
2018-09-24 10:50:00,2515.06591796875,10.5714502334594,3099.17766168077,213.636306762695
2018-09-24 11:00:00,2631.59790039062,10.7185897827148,3163.76485605276,211.599792480468
2018-09-24 11:10:00,2800.52001953125,11.0090904235839,3275.64210427509,211.796600341796
2018-09-24 11:20:00,3070.875,11.5730104446411,3439.34252562998,211.782592773437
2018-09-24 11:30:00,2701.28002929687,10.9964504241943,3271.18731817109,212.393798828125
2018-09-24 11:40:00,2274.73291015625,10.0305595397949,2810.95715409607,213.995895385742
2018-09-24 11:50:00,2047.49499511718,9.49371147155761,2465.85951568793,214.737197875976
2018-09-24 12:00:00,1841.10998535156,8.93207454681396,2100.29758080303,217.554901123046
2018-09-24 12:10:00,1703.78601074218,8.52442455291748,1843.07658551853,219.677093505859
2018-09-24 12:20:00,1461.55505371093,8.0704345703125,1570.58602346061,220.814804077148
2018-09-24 12:30:00,1387.19299316406,8.0182991027832,1540.49321520677,219.559799194335
2018-09-24 12:40:00,1779.27905273437,8.96592426300048,2122.04722060002,219.357101440429
2018-09-24 14:00:00,1395.15600585937,8.11129570007324,1594.36072833273,245.140106201171
2018-09-24 14:10:00,1810.88500976562,8.95314025878906,2113.82723175819,247.172897338867
2018-09-24 14:20:00,1474.53002929687,8.27194213867187,1689.35819056853,249.72459411621
2018-09-24 14:30:00,1493.30200195312,8.37010669708251,1748.52428355903,252.481399536132
2018-09-24 14:40:00,1657.93005371093,8.87849044799804,2065.9727785415,255.121398925781
2018-09-24 14:50:00,1481.72705078125,8.4311819076538,1785.73015375019,258.686492919921
2018-09-24 15:00:00,1479.4560546875,8.43153858184814,1785.94828422605,259.207305908203
2018-09-24 17:00:00,1537.26904296875,8.7549238204956,1987.35797551272,278.559692382812
2018-09-24 17:10:00,1670.16394042968,8.7324104309082,1973.12267009065,276.756103515625
2018-09-24 17:20:00,1744.61694335937,8.94694137573242,2109.84393276153,274.778900146484
2018-09-24 17:30:00,1685.23095703125,9.15228366851806,2242.58852954047,273.50210571289
2018-09-24 17:40:00,1555.51501464843,8.90660572052001,2083.96632515451,272.513214111328
2018-09-24 17:50:00,1473.21997070312,8.48798847198486,1820.59177409008,272.539398193359
2018-09-24 18:20:00,1417.69799804687,8.28260326385498,1695.74459236594,274.811798095703
2018-09-24 18:30:00,1375.17297363281,8.07254791259765,1571.81161782766,274.052001953125
2018-09-24 21:10:00,1747.98400878906,8.79222679138183,2011.00656763262,306.168914794921
2018-09-24 21:20:00,1661.92504882812,8.66425418853759,1930.20673267495,315.462585449218
